Source;Target
12832.0;14087.0
12832.0;14453.0
12832.0;14601.0
12832.0;14995.0
12832.0;15054.0
12832.0;15458.0
12832.0;15883.0
12832.0;16411.0
12832.0;16773.0
12832.0;16855.0
12832.0;17254.0
12832.0;17385.0
12832.0;17614.0
12832.0;17714.0
12832.0;17767.0
12832.0;17832.0
13428.0;12445.0
13428.0;12832.0
13428.0;13707.0
13428.0;14087.0
13428.0;14453.0
13428.0;14601.0
13428.0;14995.0
13428.0;15054.0
13428.0;15458.0
13428.0;15883.0
13428.0;16411.0
13428.0;16773.0
13428.0;16855.0
13428.0;17254.0
13428.0;17385.0
13428.0;17614.0
13428.0;17714.0
13428.0;17767.0
13428.0;17832.0
13707.0;12445.0
13707.0;12832.0
13707.0;13428.0
13707.0;14087.0
13707.0;14453.0
13707.0;14601.0
13707.0;14995.0
13707.0;15054.0
13707.0;15458.0
13707.0;15883.0
13707.0;16411.0
13707.0;16773.0
13707.0;16855.0
13707.0;17254.0
13707.0;17385.0
13707.0;17614.0
13707.0;17714.0
13707.0;17767.0
13707.0;17832.0
14087.0;12445.0
14087.0;12832.0
14087.0;13428.0
14087.0;13707.0
14087.0;14453.0
14087.0;14601.0
14087.0;14995.0
14087.0;15054.0
14087.0;15458.0
14087.0;15883.0
14087.0;16411.0
14087.0;16773.0
14087.0;16855.0
14087.0;17254.0
14087.0;17385.0
14087.0;17614.0
14087.0;17714.0
14087.0;17767.0
14087.0;17832.0
14453.0;12445.0
14453.0;12832.0
14453.0;13428.0
14453.0;13707.0
14453.0;14087.0
14453.0;14601.0
14453.0;14995.0
14453.0;15054.0
14453.0;15458.0
14453.0;15883.0
14453.0;16411.0
14453.0;16773.0
14453.0;16855.0
14453.0;17254.0
14453.0;17385.0
14453.0;17614.0
14453.0;17714.0
14453.0;17767.0
14453.0;17832.0
14601.0;12445.0
14601.0;12832.0
14601.0;13428.0
14601.0;13707.0
14601.0;14087.0
14601.0;14453.0
14601.0;14995.0
14601.0;15054.0
14601.0;15458.0
14601.0;15883.0
14601.0;16411.0
14601.0;16773.0
14601.0;16855.0
14601.0;17254.0
14601.0;17385.0
14601.0;17614.0
14601.0;17714.0
14601.0;17767.0
14601.0;17832.0
14995.0;12445.0
14995.0;12832.0
14995.0;13428.0
14995.0;13707.0
14995.0;14087.0
14995.0;14453.0
14995.0;14601.0
14995.0;15054.0
14995.0;15458.0
14995.0;15883.0
14995.0;16411.0
14995.0;16773.0
14995.0;16855.0
14995.0;17254.0
14995.0;17385.0
14995.0;17614.0
14995.0;17714.0
14995.0;17767.0
14995.0;17832.0
15054.0;12445.0
15054.0;12832.0
15054.0;13428.0
15054.0;13707.0
15054.0;14087.0
15054.0;14453.0
15054.0;14601.0
15054.0;14995.0
15054.0;15458.0
15054.0;15883.0
15054.0;16411.0
15054.0;16773.0
15054.0;16855.0
15054.0;17254.0
15054.0;17385.0
15054.0;17614.0
15054.0;17714.0
15054.0;17767.0
15054.0;17832.0
15458.0;12445.0
15458.0;12832.0
15458.0;13428.0
15458.0;13707.0
15458.0;14087.0
15458.0;14453.0
15458.0;14601.0
15458.0;14995.0
15458.0;15054.0
15458.0;15883.0
15458.0;16411.0
15458.0;16773.0
15458.0;16855.0
15458.0;17254.0
15458.0;17385.0
15458.0;17614.0
15458.0;17714.0
15458.0;17767.0
15458.0;17832.0
15883.0;12445.0
15883.0;12832.0
15883.0;13428.0
15883.0;13707.0
15883.0;14087.0
15883.0;14453.0
15883.0;14601.0
15883.0;14995.0
15883.0;15054.0
15883.0;15458.0
15883.0;16411.0
15883.0;16773.0
15883.0;16855.0
15883.0;17254.0
15883.0;17385.0
15883.0;17614.0
15883.0;17714.0
15883.0;17767.0
15883.0;17832.0
16411.0;12445.0
16411.0;12832.0
16411.0;13428.0
16411.0;13707.0
16411.0;14087.0
16411.0;14453.0
16411.0;14601.0
16411.0;14995.0
16411.0;15054.0
16411.0;15458.0
16411.0;15883.0
16411.0;16773.0
16411.0;16855.0
16411.0;17254.0
16411.0;17385.0
16411.0;17614.0
16411.0;17714.0
16411.0;17767.0
16411.0;17832.0
16773.0;12445.0
16773.0;12832.0
16773.0;13428.0
16773.0;13707.0
16773.0;14087.0
16773.0;14453.0
16773.0;14601.0
16773.0;14995.0
16773.0;15054.0
16773.0;15458.0
16773.0;15883.0
16773.0;16411.0
16773.0;16855.0
16773.0;17254.0
16773.0;17385.0
16773.0;17614.0
16773.0;17714.0
16773.0;17767.0
16773.0;17832.0
16855.0;12445.0
16855.0;12832.0
16855.0;13428.0
16855.0;13707.0
16855.0;14087.0
16855.0;14453.0
16855.0;14601.0
16855.0;14995.0
16855.0;15054.0
16855.0;15458.0
16855.0;15883.0
16855.0;16411.0
16855.0;16773.0
16855.0;17254.0
16855.0;17385.0
16855.0;17614.0
16855.0;17714.0
16855.0;17767.0
16855.0;17832.0
17254.0;12445.0
17254.0;12832.0
17254.0;13428.0
17254.0;13707.0
17254.0;14087.0
17254.0;14453.0
17254.0;14601.0
17254.0;14995.0
17254.0;15054.0
17254.0;15458.0
17254.0;15883.0
17254.0;16411.0
17254.0;16773.0
17254.0;16855.0
17254.0;17385.0
17254.0;17614.0
17254.0;17714.0
17254.0;17767.0
17254.0;17832.0
17385.0;12445.0
17385.0;12832.0
17385.0;13428.0
17385.0;13707.0
17385.0;14087.0
17385.0;14453.0
17385.0;14601.0
17385.0;14995.0
17385.0;15054.0
17385.0;15458.0
17385.0;15883.0
17385.0;16411.0
17385.0;16773.0
17385.0;16855.0
17385.0;17254.0
17385.0;17614.0
17385.0;17714.0
17385.0;17767.0
17385.0;17832.0
17614.0;12445.0
17614.0;12832.0
17614.0;13428.0
17614.0;13707.0
17614.0;14087.0
17614.0;14453.0
17614.0;14601.0
17614.0;14995.0
17614.0;15054.0
17614.0;15458.0
17614.0;15883.0
17614.0;16411.0
17614.0;16773.0
17614.0;16855.0
17614.0;17254.0
17614.0;17385.0
17614.0;17714.0
17614.0;17767.0
17614.0;17832.0
17714.0;12445.0
17714.0;12832.0
17714.0;13428.0
17714.0;13707.0
17714.0;14087.0
17714.0;14453.0
17714.0;14601.0
17714.0;14995.0
17714.0;15054.0
17714.0;15458.0
17714.0;15883.0
17714.0;16411.0
17714.0;16773.0
17714.0;16855.0
17714.0;17254.0
17714.0;17385.0
17714.0;17614.0
17714.0;17767.0
17714.0;17832.0
17767.0;12445.0
17767.0;12832.0
17767.0;13428.0
17767.0;13707.0
17767.0;14087.0
17767.0;14453.0
17767.0;14601.0
17767.0;14995.0
17767.0;15054.0
17767.0;15458.0
17767.0;15883.0
17767.0;16411.0
17767.0;16773.0
17767.0;16855.0
17767.0;17254.0
17767.0;17385.0
17767.0;17614.0
17767.0;17714.0
17767.0;17832.0
17832.0;12445.0
17832.0;12832.0
17832.0;13428.0
17832.0;13707.0
17832.0;14087.0
17832.0;14453.0
17832.0;14601.0
17832.0;14995.0
17832.0;15054.0
17832.0;15458.0
17832.0;15883.0
17832.0;16411.0
17832.0;16773.0
17832.0;16855.0
17832.0;17254.0
17832.0;17385.0
17832.0;17614.0
17832.0;17714.0
17832.0;17767.0
12445.0;12725.0
12445.0;12895.0
12445.0;14087.0
12445.0;14675.0
12445.0;14785.0
12445.0;15054.0
12445.0;15279.0
12445.0;15438.0
12445.0;15877.0
12445.0;16084.0
12445.0;16479.0
12445.0;16773.0
12445.0;17254.0
12445.0;17385.0
12445.0;17458.0
12445.0;17614.0
12445.0;17767.0
12445.0;17793.0
12445.0;17832.0
12445.0;17860.0
12725.0;12445.0
12725.0;12895.0
12725.0;14087.0
12725.0;14675.0
12725.0;14785.0
12725.0;15054.0
12725.0;15279.0
12725.0;15438.0
12725.0;15877.0
12725.0;16084.0
12725.0;16479.0
12725.0;16773.0
12725.0;17254.0
12725.0;17385.0
12725.0;17458.0
12725.0;17614.0
12725.0;17767.0
12725.0;17793.0
12725.0;17832.0
12725.0;17860.0
12895.0;12445.0
12895.0;12725.0
12895.0;14087.0
12895.0;14675.0
12895.0;14785.0
12895.0;15054.0
12895.0;15279.0
12895.0;15438.0
12895.0;15877.0
12895.0;16084.0
12895.0;16479.0
12895.0;16773.0
12895.0;17254.0
12895.0;17385.0
12895.0;17458.0
12895.0;17614.0
12895.0;17767.0
12895.0;17793.0
12895.0;17832.0
12895.0;17860.0
14087.0;12445.0
14087.0;12725.0
14087.0;12895.0
14087.0;14675.0
14087.0;14785.0
14087.0;15054.0
14087.0;15279.0
14087.0;15438.0
14087.0;15877.0
14087.0;16084.0
14087.0;16479.0
14087.0;16773.0
14087.0;17254.0
14087.0;17385.0
14087.0;17458.0
14087.0;17614.0
14087.0;17767.0
14087.0;17793.0
14087.0;17832.0
14087.0;17860.0
14675.0;12445.0
14675.0;12725.0
14675.0;12895.0
14675.0;14087.0
14675.0;14785.0
14675.0;15054.0
14675.0;15279.0
14675.0;15438.0
14675.0;15877.0
14675.0;16084.0
14675.0;16479.0
14675.0;16773.0
14675.0;17254.0
14675.0;17385.0
14675.0;17458.0
14675.0;17614.0
14675.0;17767.0
14675.0;17793.0
14675.0;17832.0
14675.0;17860.0
14785.0;12445.0
14785.0;12725.0
14785.0;12895.0
14785.0;14087.0
14785.0;14675.0
14785.0;15054.0
14785.0;15279.0
14785.0;15438.0
14785.0;15877.0
14785.0;16084.0
14785.0;16479.0
14785.0;16773.0
14785.0;17254.0
14785.0;17385.0
14785.0;17458.0
14785.0;17614.0
14785.0;17767.0
14785.0;17793.0
14785.0;17832.0
14785.0;17860.0
15054.0;12445.0
15054.0;12725.0
15054.0;12895.0
15054.0;14087.0
15054.0;14675.0
15054.0;14785.0
15054.0;15279.0
15054.0;15438.0
15054.0;15877.0
15054.0;16084.0
15054.0;16479.0
15054.0;16773.0
15054.0;17254.0
15054.0;17385.0
15054.0;17458.0
15054.0;17614.0
15054.0;17767.0
15054.0;17793.0
15054.0;17832.0
15054.0;17860.0
15279.0;12445.0
15279.0;12725.0
15279.0;12895.0
15279.0;14087.0
15279.0;14675.0
15279.0;14785.0
15279.0;15054.0
15279.0;15438.0
15279.0;15877.0
15279.0;16084.0
15279.0;16479.0
15279.0;16773.0
15279.0;17254.0
15279.0;17385.0
15279.0;17458.0
15279.0;17614.0
15279.0;17767.0
15279.0;17793.0
15279.0;17832.0
15279.0;17860.0
15438.0;12445.0
15438.0;12725.0
15438.0;12895.0
15438.0;14087.0
15438.0;14675.0
15438.0;14785.0
15438.0;15054.0
15438.0;15279.0
15438.0;15877.0
15438.0;16084.0
15438.0;16479.0
15438.0;16773.0
15438.0;17254.0
15438.0;17385.0
15438.0;17458.0
15438.0;17614.0
15438.0;17767.0
15438.0;17793.0
15438.0;17832.0
15438.0;17860.0
15877.0;12445.0
15877.0;12725.0
15877.0;12895.0
15877.0;14087.0
15877.0;14675.0
15877.0;14785.0
15877.0;15054.0
15877.0;15279.0
15877.0;15438.0
15877.0;16084.0
15877.0;16479.0
15877.0;16773.0
15877.0;17254.0
15877.0;17385.0
15877.0;17458.0
15877.0;17614.0
15877.0;17767.0
15877.0;17793.0
15877.0;17832.0
15877.0;17860.0
16084.0;12445.0
16084.0;12725.0
16084.0;12895.0
16084.0;14087.0
16084.0;14675.0
16084.0;14785.0
16084.0;15054.0
16084.0;15279.0
16084.0;15438.0
16084.0;15877.0
16084.0;16479.0
16084.0;16773.0
16084.0;17254.0
16084.0;17385.0
16084.0;17458.0
16084.0;17614.0
16084.0;17767.0
16084.0;17793.0
16084.0;17832.0
16084.0;17860.0
16479.0;12445.0
16479.0;12725.0
16479.0;12895.0
16479.0;14087.0
16479.0;14675.0
16479.0;14785.0
16479.0;15054.0
16479.0;15279.0
16479.0;15438.0
16479.0;15877.0
16479.0;16084.0
16479.0;16773.0
16479.0;17254.0
16479.0;17385.0
16479.0;17458.0
16479.0;17614.0
16479.0;17767.0
16479.0;17793.0
16479.0;17832.0
16479.0;17860.0
16773.0;12445.0
16773.0;12725.0
16773.0;12895.0
16773.0;14087.0
16773.0;14675.0
16773.0;14785.0
16773.0;15054.0
16773.0;15279.0
16773.0;15438.0
16773.0;15877.0
16773.0;16084.0
16773.0;16479.0
16773.0;17254.0
16773.0;17385.0
16773.0;17458.0
16773.0;17614.0
16773.0;17767.0
16773.0;17793.0
16773.0;17832.0
16773.0;17860.0
17254.0;12445.0
17254.0;12725.0
17254.0;12895.0
17254.0;14087.0
17254.0;14675.0
17254.0;14785.0
17254.0;15054.0
17254.0;15279.0
17254.0;15438.0
17254.0;15877.0
17254.0;16084.0
17254.0;16479.0
17254.0;16773.0
17254.0;17385.0
17254.0;17458.0
17254.0;17614.0
17254.0;17767.0
17254.0;17793.0
17254.0;17832.0
17254.0;17860.0
17385.0;12445.0
17385.0;12725.0
17385.0;12895.0
17385.0;14087.0
17385.0;14675.0
17385.0;14785.0
17385.0;15054.0
17385.0;15279.0
17385.0;15438.0
17385.0;15877.0
17385.0;16084.0
17385.0;16479.0
17385.0;16773.0
17385.0;17254.0
17385.0;17458.0
17385.0;17614.0
17385.0;17767.0
17385.0;17793.0
17385.0;17832.0
17385.0;17860.0
17458.0;12445.0
17458.0;12725.0
17458.0;12895.0
17458.0;14087.0
17458.0;14675.0
17458.0;14785.0
17458.0;15054.0
17458.0;15279.0
17458.0;15438.0
17458.0;15877.0
17458.0;16084.0
17458.0;16479.0
17458.0;16773.0
17458.0;17254.0
17458.0;17385.0
17458.0;17614.0
17458.0;17767.0
17458.0;17793.0
17458.0;17832.0
17458.0;17860.0
17614.0;12445.0
17614.0;12725.0
17614.0;12895.0
17614.0;14087.0
17614.0;14675.0
17614.0;14785.0
17614.0;15054.0
17614.0;15279.0
17614.0;15438.0
17614.0;15877.0
17614.0;16084.0
17614.0;16479.0
17614.0;16773.0
17614.0;17254.0
17614.0;17385.0
17614.0;17458.0
17614.0;17767.0
17614.0;17793.0
17614.0;17832.0
17614.0;17860.0
17767.0;12445.0
17767.0;12725.0
17767.0;12895.0
17767.0;14087.0
17767.0;14675.0
17767.0;14785.0
17767.0;15054.0
17767.0;15279.0
17767.0;15438.0
17767.0;15877.0
17767.0;16084.0
17767.0;16479.0
17767.0;16773.0
17767.0;17254.0
17767.0;17385.0
17767.0;17458.0
17767.0;17614.0
17767.0;17793.0
17767.0;17832.0
17767.0;17860.0
17793.0;12445.0
17793.0;12725.0
17793.0;12895.0
17793.0;14087.0
17793.0;14675.0
17793.0;14785.0
17793.0;15054.0
17793.0;15279.0
17793.0;15438.0
17793.0;15877.0
17793.0;16084.0
17793.0;16479.0
17793.0;16773.0
17793.0;17254.0
17793.0;17385.0
17793.0;17458.0
17793.0;17614.0
17793.0;17767.0
17793.0;17832.0
17793.0;17860.0
17832.0;12445.0
17832.0;12725.0
17832.0;12895.0
17832.0;14087.0
17832.0;14675.0
17832.0;14785.0
17832.0;15054.0
17832.0;15279.0
17832.0;15438.0
17832.0;15877.0
17832.0;16084.0
17832.0;16479.0
17832.0;16773.0
17832.0;17254.0
17832.0;17385.0
17832.0;17458.0
17832.0;17614.0
17832.0;17767.0
17832.0;17793.0
17832.0;17860.0
17860.0;12445.0
17860.0;12725.0
17860.0;12895.0
17860.0;14087.0
17860.0;14675.0
17860.0;14785.0
17860.0;15054.0
17860.0;15279.0
17860.0;15438.0
17860.0;15877.0
17860.0;16084.0
17860.0;16479.0
17860.0;16773.0
17860.0;17254.0
17860.0;17385.0
17860.0;17458.0
17860.0;17614.0
17860.0;17767.0
17860.0;17793.0
17860.0;17832.0
12446.0;12617.0
12446.0;12623.0
12446.0;12715.0
12446.0;12729.0
12446.0;12793.0
12446.0;12866.0
12446.0;12965.0
12446.0;12988.0
12446.0;13485.0
12446.0;13568.0
12446.0;14413.0
12446.0;14489.0
12446.0;15068.0
12446.0;15258.0
12446.0;15457.0
12446.0;15464.0
12446.0;15610.0
12446.0;15700.0
12446.0;16230.0
12446.0;16272.0
12446.0;16415.0
12446.0;16895.0
12446.0;17031.0
12446.0;17051.0
12446.0;17931.0
12446.0;18004.0
12446.0;18050.0
12617.0;12446.0
12617.0;12623.0
12617.0;12715.0
12617.0;12729.0
12617.0;12793.0
12617.0;12866.0
12617.0;12965.0
12617.0;12988.0
12617.0;13485.0
12617.0;13568.0
12617.0;14413.0
12617.0;14489.0
12617.0;15068.0
12617.0;15258.0
12617.0;15457.0
12617.0;15464.0
12617.0;15610.0
12617.0;15700.0
12617.0;16230.0
12617.0;16272.0
12617.0;16415.0
12617.0;16895.0
12617.0;17031.0
12617.0;17051.0
12617.0;17931.0
12617.0;18004.0
12617.0;18050.0
12623.0;12446.0
12623.0;12617.0
12623.0;12715.0
12623.0;12729.0
12623.0;12793.0
12623.0;12866.0
12623.0;12965.0
12623.0;12988.0
12623.0;13485.0
12623.0;13568.0
12623.0;14413.0
12623.0;14489.0
12623.0;15068.0
12623.0;15258.0
12623.0;15457.0
12623.0;15464.0
12623.0;15610.0
12623.0;15700.0
12623.0;16230.0
12623.0;16272.0
12623.0;16415.0
12623.0;16895.0
12623.0;17031.0
12623.0;17051.0
12623.0;17931.0
12623.0;18004.0
12623.0;18050.0
12715.0;12446.0
12715.0;12617.0
12715.0;12623.0
12715.0;12729.0
12715.0;12793.0
12715.0;12866.0
12715.0;12965.0
12715.0;12988.0
12715.0;13485.0
12715.0;13568.0
12715.0;14413.0
12715.0;14489.0
12715.0;15068.0
12715.0;15258.0
12715.0;15457.0
12715.0;15464.0
12715.0;15610.0
12715.0;15700.0
12715.0;16230.0
12715.0;16272.0
12715.0;16415.0
12715.0;16895.0
12715.0;17031.0
12715.0;17051.0
12715.0;17931.0
12715.0;18004.0
12715.0;18050.0
12729.0;12446.0
12729.0;12617.0
12729.0;12623.0
12729.0;12715.0
12729.0;12793.0
12729.0;12866.0
12729.0;12965.0
12729.0;12988.0
12729.0;13485.0
12729.0;13568.0
12729.0;14413.0
12729.0;14489.0
12729.0;15068.0
12729.0;15258.0
12729.0;15457.0
12729.0;15464.0
12729.0;15610.0
12729.0;15700.0
12729.0;16230.0
12729.0;16272.0
12729.0;16415.0
12729.0;16895.0
12729.0;17031.0
12729.0;17051.0
12729.0;17931.0
12729.0;18004.0
12729.0;18050.0
12793.0;12446.0
12793.0;12617.0
12793.0;12623.0
12793.0;12715.0
12793.0;12729.0
12793.0;12866.0
12793.0;12965.0
12793.0;12988.0
12793.0;13485.0
12793.0;13568.0
12793.0;14413.0
12793.0;14489.0
12793.0;15068.0
12793.0;15258.0
12793.0;15457.0
12793.0;15464.0
12793.0;15610.0
12793.0;15700.0
12793.0;16230.0
12793.0;16272.0
12793.0;16415.0
12793.0;16895.0
12793.0;17031.0
12793.0;17051.0
12793.0;17931.0
12793.0;18004.0
12793.0;18050.0
12866.0;12446.0
12866.0;12617.0
12866.0;12623.0
12866.0;12715.0
12866.0;12729.0
12866.0;12793.0
12866.0;12965.0
12866.0;12988.0
12866.0;13485.0
12866.0;13568.0
12866.0;14413.0
12866.0;14489.0
12866.0;15068.0
12866.0;15258.0
12866.0;15457.0
12866.0;15464.0
12866.0;15610.0
12866.0;15700.0
12866.0;16230.0
12866.0;16272.0
12866.0;16415.0
12866.0;16895.0
12866.0;17031.0
12866.0;17051.0
12866.0;17931.0
12866.0;18004.0
12866.0;18050.0
12965.0;12446.0
12965.0;12617.0
12965.0;12623.0
12965.0;12715.0
12965.0;12729.0
12965.0;12793.0
12965.0;12866.0
12965.0;12988.0
12965.0;13485.0
12965.0;13568.0
12965.0;14413.0
12965.0;14489.0
12965.0;15068.0
12965.0;15258.0
12965.0;15457.0
12965.0;15464.0
12965.0;15610.0
12965.0;15700.0
12965.0;16230.0
12965.0;16272.0
12965.0;16415.0
12965.0;16895.0
12965.0;17031.0
12965.0;17051.0
12965.0;17931.0
12965.0;18004.0
12965.0;18050.0
12988.0;12446.0
12988.0;12617.0
12988.0;12623.0
12988.0;12715.0
12988.0;12729.0
12988.0;12793.0
12988.0;12866.0
12988.0;12965.0
12988.0;13485.0
12988.0;13568.0
12988.0;14413.0
12988.0;14489.0
12988.0;15068.0
12988.0;15258.0
12988.0;15457.0
12988.0;15464.0
12988.0;15610.0
12988.0;15700.0
12988.0;16230.0
12988.0;16272.0
12988.0;16415.0
12988.0;16895.0
12988.0;17031.0
12988.0;17051.0
12988.0;17931.0
12988.0;18004.0
12988.0;18050.0
13485.0;12446.0
13485.0;12617.0
13485.0;12623.0
13485.0;12715.0
13485.0;12729.0
13485.0;12793.0
13485.0;12866.0
13485.0;12965.0
13485.0;12988.0
13485.0;13568.0
13485.0;14413.0
13485.0;14489.0
13485.0;15068.0
13485.0;15258.0
13485.0;15457.0
13485.0;15464.0
13485.0;15610.0
13485.0;15700.0
13485.0;16230.0
13485.0;16272.0
13485.0;16415.0
13485.0;16895.0
13485.0;17031.0
13485.0;17051.0
13485.0;17931.0
13485.0;18004.0
13485.0;18050.0
13568.0;12446.0
13568.0;12617.0
13568.0;12623.0
13568.0;12715.0
13568.0;12729.0
13568.0;12793.0
13568.0;12866.0
13568.0;12965.0
13568.0;12988.0
13568.0;13485.0
13568.0;14413.0
13568.0;14489.0
13568.0;15068.0
13568.0;15258.0
13568.0;15457.0
13568.0;15464.0
13568.0;15610.0
13568.0;15700.0
13568.0;16230.0
13568.0;16272.0
13568.0;16415.0
13568.0;16895.0
13568.0;17031.0
13568.0;17051.0
13568.0;17931.0
13568.0;18004.0
13568.0;18050.0
14413.0;12446.0
14413.0;12617.0
14413.0;12623.0
14413.0;12715.0
14413.0;12729.0
14413.0;12793.0
14413.0;12866.0
14413.0;12965.0
14413.0;12988.0
14413.0;13485.0
14413.0;13568.0
14413.0;14489.0
14413.0;15068.0
14413.0;15258.0
14413.0;15457.0
14413.0;15464.0
14413.0;15610.0
14413.0;15700.0
14413.0;16230.0
14413.0;16272.0
14413.0;16415.0
14413.0;16895.0
14413.0;17031.0
14413.0;17051.0
14413.0;17931.0
14413.0;18004.0
14413.0;18050.0
14489.0;12446.0
14489.0;12617.0
14489.0;12623.0
14489.0;12715.0
14489.0;12729.0
14489.0;12793.0
14489.0;12866.0
14489.0;12965.0
14489.0;12988.0
14489.0;13485.0
14489.0;13568.0
14489.0;14413.0
14489.0;15068.0
14489.0;15258.0
14489.0;15457.0
14489.0;15464.0
14489.0;15610.0
14489.0;15700.0
14489.0;16230.0
14489.0;16272.0
14489.0;16415.0
14489.0;16895.0
14489.0;17031.0
14489.0;17051.0
14489.0;17931.0
14489.0;18004.0
14489.0;18050.0
15068.0;12446.0
15068.0;12617.0
15068.0;12623.0
15068.0;12715.0
15068.0;12729.0
15068.0;12793.0
15068.0;12866.0
15068.0;12965.0
15068.0;12988.0
15068.0;13485.0
15068.0;13568.0
15068.0;14413.0
15068.0;14489.0
15068.0;15258.0
15068.0;15457.0
15068.0;15464.0
15068.0;15610.0
15068.0;15700.0
15068.0;16230.0
15068.0;16272.0
15068.0;16415.0
15068.0;16895.0
15068.0;17031.0
15068.0;17051.0
15068.0;17931.0
15068.0;18004.0
15068.0;18050.0
15258.0;12446.0
15258.0;12617.0
15258.0;12623.0
15258.0;12715.0
15258.0;12729.0
15258.0;12793.0
15258.0;12866.0
15258.0;12965.0
15258.0;12988.0
15258.0;13485.0
15258.0;13568.0
15258.0;14413.0
15258.0;14489.0
15258.0;15068.0
15258.0;15457.0
15258.0;15464.0
15258.0;15610.0
15258.0;15700.0
15258.0;16230.0
15258.0;16272.0
15258.0;16415.0
15258.0;16895.0
15258.0;17031.0
15258.0;17051.0
15258.0;17931.0
15258.0;18004.0
15258.0;18050.0
15457.0;12446.0
15457.0;12617.0
15457.0;12623.0
15457.0;12715.0
15457.0;12729.0
15457.0;12793.0
15457.0;12866.0
15457.0;12965.0
15457.0;12988.0
15457.0;13485.0
15457.0;13568.0
15457.0;14413.0
15457.0;14489.0
15457.0;15068.0
15457.0;15258.0
15457.0;15464.0
15457.0;15610.0
15457.0;15700.0
15457.0;16230.0
15457.0;16272.0
15457.0;16415.0
15457.0;16895.0
15457.0;17031.0
15457.0;17051.0
15457.0;17931.0
15457.0;18004.0
15457.0;18050.0
15464.0;12446.0
15464.0;12617.0
15464.0;12623.0
15464.0;12715.0
15464.0;12729.0
15464.0;12793.0
15464.0;12866.0
15464.0;12965.0
15464.0;12988.0
15464.0;13485.0
15464.0;13568.0
15464.0;14413.0
15464.0;14489.0
15464.0;15068.0
15464.0;15258.0
15464.0;15457.0
15464.0;15610.0
15464.0;15700.0
15464.0;16230.0
15464.0;16272.0
15464.0;16415.0
15464.0;16895.0
15464.0;17031.0
15464.0;17051.0
15464.0;17931.0
15464.0;18004.0
15464.0;18050.0
15610.0;12446.0
15610.0;12617.0
15610.0;12623.0
15610.0;12715.0
15610.0;12729.0
15610.0;12793.0
15610.0;12866.0
15610.0;12965.0
15610.0;12988.0
15610.0;13485.0
15610.0;13568.0
15610.0;14413.0
15610.0;14489.0
15610.0;15068.0
15610.0;15258.0
15610.0;15457.0
15610.0;15464.0
15610.0;15700.0
15610.0;16230.0
15610.0;16272.0
15610.0;16415.0
15610.0;16895.0
15610.0;17031.0
15610.0;17051.0
15610.0;17931.0
15610.0;18004.0
15610.0;18050.0
15700.0;12446.0
15700.0;12617.0
15700.0;12623.0
15700.0;12715.0
15700.0;12729.0
15700.0;12793.0
15700.0;12866.0
15700.0;12965.0
15700.0;12988.0
15700.0;13485.0
15700.0;13568.0
15700.0;14413.0
15700.0;14489.0
15700.0;15068.0
15700.0;15258.0
15700.0;15457.0
15700.0;15464.0
15700.0;15610.0
15700.0;16230.0
15700.0;16272.0
15700.0;16415.0
15700.0;16895.0
15700.0;17031.0
15700.0;17051.0
15700.0;17931.0
15700.0;18004.0
15700.0;18050.0
16230.0;12446.0
16230.0;12617.0
16230.0;12623.0
16230.0;12715.0
16230.0;12729.0
16230.0;12793.0
16230.0;12866.0
16230.0;12965.0
16230.0;12988.0
16230.0;13485.0
16230.0;13568.0
16230.0;14413.0
16230.0;14489.0
16230.0;15068.0
16230.0;15258.0
16230.0;15457.0
16230.0;15464.0
16230.0;15610.0
16230.0;15700.0
16230.0;16272.0
16230.0;16415.0
16230.0;16895.0
16230.0;17031.0
16230.0;17051.0
16230.0;17931.0
16230.0;18004.0
16230.0;18050.0
16272.0;12446.0
16272.0;12617.0
16272.0;12623.0
16272.0;12715.0
16272.0;12729.0
16272.0;12793.0
16272.0;12866.0
16272.0;12965.0
16272.0;12988.0
16272.0;13485.0
16272.0;13568.0
16272.0;14413.0
16272.0;14489.0
16272.0;15068.0
16272.0;15258.0
16272.0;15457.0
16272.0;15464.0
16272.0;15610.0
16272.0;15700.0
16272.0;16230.0
16272.0;16415.0
16272.0;16895.0
16272.0;17031.0
16272.0;17051.0
16272.0;17931.0
16272.0;18004.0
16272.0;18050.0
16415.0;12446.0
16415.0;12617.0
16415.0;12623.0
16415.0;12715.0
16415.0;12729.0
16415.0;12793.0
16415.0;12866.0
16415.0;12965.0
16415.0;12988.0
16415.0;13485.0
16415.0;13568.0
16415.0;14413.0
16415.0;14489.0
16415.0;15068.0
16415.0;15258.0
16415.0;15457.0
16415.0;15464.0
16415.0;15610.0
16415.0;15700.0
16415.0;16230.0
16415.0;16272.0
16415.0;16895.0
16415.0;17031.0
16415.0;17051.0
16415.0;17931.0
16415.0;18004.0
16415.0;18050.0
16895.0;12446.0
16895.0;12617.0
16895.0;12623.0
16895.0;12715.0
16895.0;12729.0
16895.0;12793.0
16895.0;12866.0
16895.0;12965.0
16895.0;12988.0
16895.0;13485.0
16895.0;13568.0
16895.0;14413.0
16895.0;14489.0
16895.0;15068.0
16895.0;15258.0
16895.0;15457.0
16895.0;15464.0
16895.0;15610.0
16895.0;15700.0
16895.0;16230.0
16895.0;16272.0
16895.0;16415.0
16895.0;17031.0
16895.0;17051.0
16895.0;17931.0
16895.0;18004.0
16895.0;18050.0
