Id;Label;modularity_class;Degree
14237.0;;0;153
13453.0;;0;309
15636.0;;0;406
15994.0;;4;395
16432.0;;0;148
16828.0;;0;58
16510.0;;4;295
14220.0;;0;286
15412.0;;2;199
15774.0;;4;208
13193.0;;4;207
12559.0;;2;260
12574.0;;0;191
13351.0;;4;264
13404.0;;4;171
16536.0;;4;517
13405.0;;0;385
14699.0;;0;213
16769.0;;0;408
14947.0;;0;262
17972.0;;0;286
17670.0;;1;115
14760.0;;2;45
13807.0;;0;109
18010.0;;2;269
14079.0;;4;183
15388.0;;0;122
15447.0;;0;99
16006.0;;0;157
16424.0;;4;198
16643.0;;0;500
17977.0;;1;236
18191.0;;0;137
13434.0;;0;176
13675.0;;0;345
15325.0;;2;372
15374.0;;0;76
17123.0;;0;161
17600.0;;4;164
15923.0;;2;274
13348.0;;1;226
16322.0;;4;354
16610.0;;0;109
17394.0;;0;62
13103.0;;1;97
18270.0;;4;180
15142.0;;4;340
16387.0;;2;76
16516.0;;2;156
16823.0;;2;338
17446.0;;2;84
17628.0;;2;81
13858.0;;0;209
14855.0;;3;119
15857.0;;4;258
14012.0;;0;135
15709.0;;4;149
16260.0;;4;306
12441.0;;4;119
13482.0;;1;218
13479.0;;0;275
13832.0;;2;44
15609.0;;0;200
16829.0;;2;158
17746.0;;2;141
13067.0;;0;225
13133.0;;0;202
15623.0;;0;340
15670.0;;0;193
18019.0;;2;159
18147.0;;0;124
14476.0;;0;258
14889.0;;1;203
15347.0;;2;102
16861.0;;1;111
17678.0;;0;292
15458.0;;1;104
17767.0;;4;230
14785.0;;4;27
17030.0;;2;165
12837.0;;0;232
13929.0;;0;141
13962.0;;0;280
14066.0;;0;139
14377.0;;0;338
14804.0;;0;238
15042.0;;0;79
16792.0;;0;195
18246.0;;0;88
13216.0;;1;56
17174.0;;0;115
13645.0;;2;95
13751.0;;0;196
15689.0;;0;123
17187.0;;2;249
13011.0;;2;56
16617.0;;4;169
18227.0;;0;129
12929.0;;0;214
13403.0;;4;153
16345.0;;4;459
13245.0;;4;189
14484.0;;4;199
15557.0;;4;230
17309.0;;0;236
13866.0;;4;171
16171.0;;2;50
12953.0;;0;296
13587.0;;0;218
13960.0;;4;284
16591.0;;1;249
17330.0;;4;114
17427.0;;4;98
12659.0;;4;78
16198.0;;4;259
16177.0;;4;138
17080.0;;4;173
13980.0;;4;154
13718.0;;0;99
17217.0;;0;162
17492.0;;0;221
12831.0;;0;212
16213.0;;0;69
16587.0;;0;251
16634.0;;0;148
14512.0;;0;270
16858.0;;2;123
14905.0;;0;213
16282.0;;2;150
18255.0;;4;192
15368.0;;4;74
12817.0;;1;48
16581.0;;2;57
18165.0;;2;113
16659.0;;2;33
14280.0;;0;192
14972.0;;0;308
16447.0;;0;352
12968.0;;0;126
13364.0;;4;96
15825.0;;4;122
17900.0;;4;43
15226.0;;2;108
15526.0;;2;92
14473.0;;4;159
15266.0;;0;194
13978.0;;4;83
14259.0;;4;72
14300.0;;4;47
18269.0;;1;126
15703.0;;0;80
13072.0;;0;107
14148.0;;1;61
16619.0;;0;302
13513.0;;0;268
17906.0;;1;144
13600.0;;2;148
12821.0;;4;146
16641.0;;4;71
13874.0;;0;292
14582.0;;0;130
16623.0;;0;139
15652.0;;0;354
16125.0;;1;174
17524.0;;4;165
17854.0;;0;197
13922.0;;0;78
17468.0;;2;103
14174.0;;0;432
17941.0;;4;47
15216.0;;1;88
13298.0;;4;64
17339.0;;4;126
15168.0;;4;140
18032.0;;1;35
13917.0;;4;298
15160.0;;4;65
13706.0;;0;154
14208.0;;0;103
14523.0;;4;198
15773.0;;0;253
16569.0;;4;95
12864.0;;2;40
14865.0;;2;45
17496.0;;0;168
14536.0;;0;265
14962.0;;0;175
17939.0;;0;158
13347.0;;3;67
12504.0;;2;120
13493.0;;2;58
15713.0;;0;334
16586.0;;0;236
15219.0;;3;53
15397.0;;0;155
13651.0;;2;89
14542.0;;0;122
12855.0;;2;40
17620.0;;2;109
15597.0;;4;347
16405.0;;0;108
16457.0;;0;214
14053.0;;1;35
15986.0;;4;160
17549.0;;4;42
14436.0;;0;88
12938.0;;4;131
14340.0;;0;110
15428.0;;4;65
13441.0;;4;216
13972.0;;4;198
15744.0;;4;64
17737.0;;4;104
14218.0;;4;213
14373.0;;4;96
17026.0;;4;80
13169.0;;4;116
16506.0;;0;55
18169.0;;0;179
17436.0;;2;86
12532.0;;4;279
15663.0;;4;140
13161.0;;0;113
13321.0;;4;205
16363.0;;4;185
12833.0;;0;402
13132.0;;4;29
13845.0;;4;142
15269.0;;1;38
16545.0;;0;91
16679.0;;1;39
17995.0;;2;14
17639.0;;0;77
14501.0;;0;81
17506.0;;0;146
17408.0;;3;7
12734.0;;2;30
12736.0;;2;27
13382.0;;0;189
13877.0;;0;19
16189.0;;2;94
15992.0;;2;23
17879.0;;0;87
13160.0;;4;79
15634.0;;4;295
16836.0;;4;235
14551.0;;4;202
14642.0;;4;100
14661.0;;4;122
15030.0;;4;182
15488.0;;4;110
16427.0;;4;214
16557.0;;4;198
17060.0;;4;177
17985.0;;4;207
15423.0;;1;20
16468.0;;4;70
15899.0;;0;12
15958.0;;2;91
13080.0;;0;45
13618.0;;0;98
13947.0;;4;93
14816.0;;0;99
15729.0;;0;71
17122.0;;4;92
18048.0;;0;66
17640.0;;4;68
15221.0;;0;60
18138.0;;0;108
15393.0;;0;215
15405.0;;0;138
17535.0;;0;160
14915.0;;0;110
15350.0;;1;30
13130.0;;2;37
15262.0;;0;128
14271.0;;0;134
15775.0;;0;83
13948.0;;2;26
14967.0;;0;143
12612.0;;4;37
13261.0;;0;162
13095.0;;1;82
14147.0;;0;84
14764.0;;0;139
13937.0;;0;95
15307.0;;4;113
15612.0;;4;94
16852.0;;0;233
16542.0;;0;29
14861.0;;4;76
12873.0;;0;84
17578.0;;1;53
14219.0;;4;85
13739.0;;4;69
17650.0;;1;126
14882.0;;4;109
15717.0;;0;79
16190.0;;4;6
16227.0;;0;80
14964.0;;0;66
15361.0;;4;51
13101.0;;0;149
16789.0;;0;62
14641.0;;4;54
15661.0;;0;39
12966.0;;4;118
14821.0;;4;37
17942.0;;4;37
15286.0;;0;24
14393.0;;4;21
14946.0;;4;18
15512.0;;4;44
15973.0;;0;32
13188.0;;4;16
13194.0;;1;23
16976.0;;4;34
13672.0;;4;1
14185.0;;0;6
18058.0;;2;3
15945.0;;4;2
