Id;Label;modularity_class;Degree
90200A;;3;2
21445;;1;3
21738;;3;4
22338;;6;58
22858;;2;87
23340;;0;83
23546;;0;28
21813;;6;33
21709;;3;24
22339;;6;14
72140E;;3;2
22672;;2;50
21128;;2;1
21129;;2;6
22515;;2;48
21132;;7;1
85116;;7;2
21288;;2;18
21364;;2;16
21682;;6;8
21694;;6;3
21781;;2;21
22788;;2;17
22832;;2;22
22912;;2;29
23020;;6;27
23049;;4;19
23052;;4;48
23099;;2;12
23112;;2;36
23175;;4;83
23462;;2;5
23526;;0;40
23534;;0;104
71038;;2;9
84638;;2;2
84818;;2;30
84843;;2;18
84913A;;6;5
84913B;;6;8
85019A;;4;14
85032D;;0;25
85049H;;0;37
23244;;0;7
82001S;;4;1
21143;;2;2
21145;;2;3
22638;;0;17
21468;;2;17
22781;;2;23
21622;;2;19
22896;;2;29
23183;;0;10
23314;;0;28
84510C;;2;10
21829;;2;13
22317;;2;11
22444;;1;7
23153;;2;44
23157;;0;60
35638A;;2;14
84535B;;2;25
21675;;2;6
21161;;3;3
84927F;;2;8
85036B;;2;32
21313;;6;31
21402;;3;9
21455;;2;30
22228;;2;15
23028;;1;39
82599;;2;35
84924A;;2;17
21171;;2;30
21913;;0;24
22363;;2;21
22364;;2;22
21351;;0;17
21359;;2;28
21361;;2;21
21874;;2;12
22269;;2;20
22336;;6;42
22405;;4;16
22615;;2;6
22805;;2;22
22863;;2;31
23050;;4;52
23055;;2;44
23057;;2;30
23107;;2;34
23342;;2;49
23380;;1;19
23400;;2;51
23536;;0;76
82011C;;3;14
82616B;;6;15
84596L;;2;12
85199L;;6;21
21167;;8;2
17084N;;8;1
21758;;3;9
22062;;3;20
22406;;2;17
22674;;2;16
22675;;2;19
22922;;2;28
23401;;2;45
37489D;;3;36
90063A;;1;11
90200D;;0;8
22454;;0;19
22892;;2;16
23121;;2;11
23138;;2;26
23216;;6;4
85114C;;2;5
21717;;2;10
22772;;2;17
23087;;2;11
23402;;2;21
35815P;;2;4
22422;;1;23
22789;;2;44
22927;;2;38
22933;;2;30
23404;;2;44
85094;;6;7
23089;;4;20
21472;;3;20
22136;;2;3
22777;;2;8
22861;;2;21
22986;;0;13
23051;;4;20
23405;;2;25
37450;;2;10
72586;;0;12
90147;;1;5
90064A;;1;5
21187;;1;8
21188;;9;1
21195;;9;1
21189;;6;14
21191;;1;12
21190;;0;6
23282;;1;28
21462;;0;20
21204;;1;13
21206;;1;3
21250;;1;9
21208;;1;4
21657;;2;9
22357;;1;15
22859;;2;41
22984;;0;21
85016;;0;6
21215;;4;19
21650;;1;5
23150;;0;9
84989A;;4;11
22843;;2;46
84819;;4;16
22073;;2;1
22194;;2;7
22203;;2;31
23134;;2;21
79066K;;1;17
21219;;0;6
21220;;0;6
21226;;0;1
22067;;2;4
18097C;;6;3
84510E;;2;2
22059;;2;14
23117;;0;24
23566;;0;3
35933;;2;2
37342;;3;3
37447;;2;10
85202;;2;18
85214;;0;11
22775;;2;28
21395;;0;5
22513;;6;6
85017C;;1;3
35653;;2;4
21251;;0;4
22246;;2;16
23403;;2;34
21258;;6;3
22289;;2;19
85213;;2;10
21261;;1;4
21262;;0;9
21264;;0;2
21263;;0;3
21269;;2;2
21270;;2;3
21272;;2;24
22342;;2;15
21277;;2;6
21284;;0;3
21291;;6;6
21292;;0;19
21289;;6;1
21293;;1;6
21294;;2;5
21311;;0;17
21401;;0;27
21457;;2;4
21654;;4;3
21656;;2;3
21693;;6;18
23231;;0;28
23253;;4;14
84974;;6;18
17136A;;0;2
21316;;0;2
23041;;0;35
23042;;0;4
21317;;0;1
21318;;4;1
21324;;2;12
21684;;6;4
22862;;2;14
23022;;4;4
23056;;4;12
72130;;3;12
84569D;;0;11
21365;;0;3
22035;;0;10
22438;;0;45
23031;;1;32
21814;;1;5
21815;;1;8
90099;;0;21
22130;;6;46
22575;;6;60
22825;;0;6
23094;;2;29
23487;;2;3
84832;;6;42
90123C;;2;1
21349;;6;3
21352;;6;7
22021;;2;5
21356;;0;1
21360;;0;4
23019;;6;8
35971;;2;13
23007;;0;88
21377;;6;3
21379;;6;9
21788;;0;10
21789;;0;12
22118;;6;20
22248;;2;19
22482;;2;8
22207;;6;32
22176;;0;21
75131;;6;8
23093;;2;28
84880;;2;4
85200;;2;3
23104;;2;4
22259;;2;6
85204;;2;25
85212;;0;15
85061W;;6;46
22597;;6;58
37482P;;1;2
85159A;;1;6
21400;;0;9
21403;;0;1
90191;;1;7
90194;;1;8
21413;;3;5
21416;;3;8
21418;;3;5
21420;;3;1
21421;;1;1
21422;;2;1
21427;;1;14
22934;;2;15
23431;;0;16
15058A;;1;5
22797;;2;20
85208;;6;8
21446;;0;16
85130C;;6;9
21441;;6;14
21442;;6;8
21447;;6;1
22893;;3;2
21454;;2;3
21459;;10;1
21460;;10;1
22640;;0;15
21473;;4;3
22223;;2;16
22358;;2;31
21507;;0;50
22860;;2;26
21743;;4;7
22313;;0;8
22468;;0;29
23073;;6;17
84708B;;2;6
84711B;;2;9
23470;;6;25
23555;;0;4
84247E;;6;4
21530;;6;12
22718;;0;4
23418;;6;26
23423;;2;15
21495;;0;7
22046;;0;6
22817;;0;12
23548;;0;1
16161U;;0;9
22047;;0;23
22985;;4;4
23375;;0;27
22704;;2;10
23359;;4;4
23545;;6;7
16161G;;4;2
22051;;4;16
22709;;0;7
23409;;2;17
22715;;0;19
22026;;0;5
22973;;0;29
84247K;;0;10
21509;;0;44
22436;;0;27
22706;;0;4
23551;;0;23
22717;;0;4
22710;;0;14
21520;;0;1
21630;;6;5
23315;;2;8
23316;;2;10
23472;;2;3
22134;;1;3
23010;;0;11
22828;;2;6
22831;;2;39
23189;;4;24
21557;;1;5
21817;;6;23
84519A;;6;16
21562;;1;1
21564;;1;2
21579;;2;1
21626;;2;13
84795B;;2;8
84912A;;2;9
84912B;;2;5
21666;;0;1
22688;;2;2
23115;;6;11
23219;;6;30
23269;;6;26
85172;;0;5
22695;;6;34
23251;;4;22
23281;;1;27
23287;;1;37
23416;;2;7
23560;;1;3
23562;;1;4
37489A;;3;14
72799C;;3;8
90205A;;3;2
23185;;4;4
85111;;2;12
21695;;6;7
85107;;6;7
22611;;2;4
23483;;0;33
22033;;2;12
84531A;;2;4
84531B;;2;4
21627;;6;1
21628;;6;3
46000M;;6;11
21631;;2;1
21633;;2;2
21634;;0;2
21635;;0;4
21636;;0;11
21637;;0;1
21638;;0;14
21643;;0;4
75172;;2;3
75178;;0;2
85144;;2;19
84751B;;0;4
21664;;1;1
22773;;2;22
22774;;2;9
21745;;4;6
22045;;0;18
21723;;0;17
21683;;0;1
21688;;6;2
21689;;6;4
21690;;1;1
21692;;2;4
21696;;2;2
22459;;2;7
21739;;6;12
23499;;1;35
21708;;1;5
22761;;2;10
17014A;;2;1
22857;;2;19
22155;;6;18
85062;;6;33
85146;;6;2
23531;;0;16
85135B;;0;15
21735;;2;2
85019C;;4;5
21747;;0;2
23226;;2;6
23538;;0;5
77101A;;2;13
22023;;0;9
22786;;2;4
85078;;6;4
78034B;;2;1
21761;;0;2
21763;;2;1
23054;;4;17
23124;;1;3
23179;;3;7
79063C;;0;12
90016B;;1;12
21773;;2;19
22676;;2;15
84192;;2;8
22539;;0;13
23061;;6;16
23086;;6;4
23223;;6;15
23530;;0;13
22201;;6;3
22708;;0;4
23249;;4;10
23250;;4;9
21794;;3;15
85039A;;0;19
23271;;6;29
22281;;2;7
23214;;0;17
23576;;0;6
21816;;1;2
21822;;6;16
84519B;;6;22
22043;;6;1
23228;;2;17
84821;;4;14
85186A;;2;7
21846;;6;1
21851;;6;6
21849;;0;3
22101;;3;2
72369A;;3;1
22168;;2;19
22129;;2;17
21882;;0;13
23411;;0;7
72133;;2;14
84968A;;4;17
35004C;;0;6
84279B;;2;16
22153;;6;18
21972;;1;8
22304;;4;28
23522;;0;2
21910;;2;4
22519;;2;20
23039;;4;7
84859A;;0;2
22874;;12;10
21925;;6;5
21927;;6;4
79051A;;6;2
47578A;;0;23
84584;;1;1
22074;;0;21
22719;;2;5
90143;;1;2
51020A;;0;15
37467;;2;1
22740;;3;3
23379;;1;13
23381;;0;11
72131;;0;6
84917;;2;1
22599;;6;4
84944;;6;11
84926F;;0;1
90161C;;3;6
23520;;0;28
84247G;;0;2
22039;;0;2
22042;;0;2
22044;;0;1
22049;;2;1
22050;;4;4
22052;;2;1
22053;;0;2
22221;;2;7
22509;;2;9
22060;;3;2
37489B;;3;7
37489C;;3;6
22265;;2;5
23106;;6;16
22655;;6;3
23023;;6;1
23435;;0;8
22309;;1;1
90018B;;1;3
72132;;3;19
17012B;;3;5
85169A;;1;9
79063D;;0;9
22162;;6;8
23547;;0;12
72816;;0;4
23160;;4;12
23161;;4;14
22448;;0;5
22135;;4;9
22260;;2;4
23267;;0;21
35964;;0;2
22321;;0;1
23272;;6;4
23273;;6;9
23274;;6;28
23481;;6;2
47480;;6;7
72800C;;6;8
23003;;3;3
84637;;2;1
22856;;2;11
84849A;;2;1
18097A;;2;2
90098;;0;1
22181;;0;18
22182;;2;1
84352;;6;1
22190;;0;3
22848;;2;5
22849;;2;14
22683;;2;4
23417;;2;4
22200;;2;2
22202;;2;1
22214;;6;1
22220;;6;7
84766;;2;1
82613B;;2;6
82613D;;2;2
82616C;;2;1
22242;;2;1
22229;;2;1
85186C;;2;4
23111;;6;21
22257;;2;3
90148;;2;3
22264;;6;3
22282;;2;5
23181;;2;7
23459;;2;7
47343A;;2;9
85211;;2;1
22932;;2;13
22310;;2;1
84876B;;1;1
23474;;1;3
84429A;;6;3
84951A;;1;4
84789;;6;1
22337;;6;1
90014A;;11;5
90019A;;11;7
22341;;1;5
22343;;3;2
22344;;3;4
22345;;0;7
23033;;1;9
35645;;2;1
23508;;0;7
22378;;4;2
78124;;1;3
23113;;1;2
22447;;0;4
22877;;12;11
22783;;2;1
22954;;0;1
23458;;2;10
90082B;;0;3
90082D;;0;3
90185C;;0;1
90196A;;0;1
22451;;0;4
22453;;0;3
22458;;3;2
23554;;0;10
51020B;;0;5
85129B;;3;2
84251B;;2;3
84687;;2;1
22504;;0;1
22516;;2;14
22518;;2;21
79071B;;2;1
72225C;;2;8
22547;;0;2
22543;;1;4
84563B;;0;1
23326;;0;5
23519;;0;7
22598;;6;4
23492;;6;2
22589;;6;10
22643;;0;3
84985A;;0;2
22821;;0;1
22608;;1;1
23347;;4;3
72801G;;3;2
35911A;;13;2
84968F;;4;5
90200B;;0;5
22678;;2;5
22679;;2;8
22685;;2;6
23317;;2;4
23009;;0;4
23016;;0;6
85130A;;0;1
85159B;;1;2
22711;;2;6
22651;;0;5
22682;;2;3
22686;;2;1
23471;;0;4
37327;;2;3
23064;;6;7
84031A;;4;2
84926D;;4;2
37479P;;4;1
22871;;12;10
85019B;;4;6
22707;;4;1
23550;;2;3
23579;;0;9
23143;;2;1
16169K;;4;2
23527;;0;5
23324;;0;10
23325;;0;7
72598;;0;7
90180A;;0;3
35591T;;0;3
90018A;;11;4
90177D;;11;4
90195A;;2;2
35004B;;2;1
23140;;2;1
23460;;6;5
23026;;1;2
46000R;;6;4
84826;;2;1
17091A;;0;3
23468;;4;2
35819P;;6;2
22806;;6;1
22811;;1;1
47348A;;2;3
84926A;;2;2
22868;;12;9
22869;;12;10
22870;;12;9
22872;;12;9
22873;;12;9
22875;;12;10
22876;;12;9
22878;;12;2
23043;;0;8
23568;;2;2
23069;;6;2
23466;;6;11
22936;;2;1
22935;;2;1
23420;;2;4
23421;;2;4
23422;;2;4
85025B;;0;2
23072;;6;4
23017;;6;4
23018;;6;4
23034;;1;2
23037;;6;1
23040;;0;9
23045;;0;4
23047;;0;4
85145;;2;1
23070;;6;3
79190A;;6;1
90162B;;6;2
23523;;0;1
23088;;6;2
23123;;6;4
79302M;;2;2
23136;;2;1
23327;;4;2
85179A;;0;3
85180B;;0;3
84725;;1;1
23220;;6;6
23222;;6;2
23457;;6;2
23430;;6;2
23476;;4;1
84875B;;0;3
23557;;6;2
84659A;;6;2
23521;;0;1
23532;;0;1
23408;;2;8
84707B;;2;2
23425;;6;1
23410;;6;1
23539;;1;1
84509G;;0;1
23486;;1;1
23456;;6;1
23495;;0;5
23552;;3;2
23556;;0;3
23525;;0;2
23528;;2;1
23558;;0;1
35914;;13;1
44234;;6;4
44235;;6;3
84678;;2;1
62043B;;2;1
85170D;;2;2
72780;;2;2
85067;;2;1
85180A;;0;1
84993B;;2;1
84422;;2;2
35818P;;2;2
84920;;0;1
84508C;;0;1
85031A;;2;1
84907;;14;1
84919;;14;1
47591B;;2;1
90145;;2;1
90051;;15;1
90064B;;15;2
90204;;2;3
90186A;;2;3
35095A;;0;1
90014B;;1;1
35637A;;16;1
35637C;;16;1
46000U;;6;1
46776A;;6;1
47344B;;2;1
47367B;;0;1
71496A;;2;1
84931A;;6;2
72800D;;6;1
82613C;;2;1
84251G;;2;1
84711A;;2;1
84806A;;17;1
84806B;;17;1
84849B;;2;1
84877D;;0;2
84876D;;0;1
84951B;;1;1
84968D;;4;3
84968E;;4;1
85049B;;0;1
85163A;;0;2
85130B;;6;2
85132A;;1;2
90030A;;18;1
90030B;;18;1
90058A;;19;1
90058B;;19;1
90063B;;15;1
90120C;;20;1
90198A;;20;1
90129B;;3;1
90129C;;3;2
90161B;;3;3
90186B;;21;1
90190C;;21;1
90201B;;22;1
90201C;;22;1
