Source;Target;Weight
22168;22171;3
22168;22427;3
22168;22456;3
22168;22487;3
22168;22759;2
22168;22763;2
22168;22926;2
22168;22957;2
22168;22962;2
22168;23322;2
22168;23404;2
22168;23407;2
22168;23427;2
22168;82482;2
22168;82484;3
22168;84946;2
22168;84406B;2
22169;20749;2
22169;21056;2
22169;21115;2
22169;21165;2
22169;21166;2
22169;21174;4
22169;21175;4
22169;21238;2
22169;21242;2
22169;21257;2
22169;21259;3
22169;21314;3
22169;21363;2
22169;21411;2
22169;21485;2
22169;21519;2
22169;21523;2
22169;21658;2
22169;21754;4
22169;21755;4
22169;21770;2
22169;21876;2
22169;21892;2
22169;21899;2
22169;21900;2
22169;21901;2
22169;21902;2
22169;21903;3
22169;21986;2
22169;22030;2
22169;22082;3
22169;22114;2
22169;22115;2
22169;22120;2
22169;22170;7
22169;22171;7
22169;22173;2
22169;22188;3
22169;22189;3
22169;22192;2
22169;22296;2
22169;22325;2
22169;22379;2
22169;22384;2
22169;22413;2
22169;22427;6
22169;22456;3
22169;22460;2
22169;22464;2
22169;22485;3
22169;22487;2
22169;22499;2
22169;22505;2
22169;22507;5
22169;22508;2
22169;22526;2
22169;22578;3
22169;22592;2
22169;22604;2
22169;22617;2
22169;22621;3
22169;22623;2
22169;22632;2
22169;22635;2
22169;22652;4
22169;22654;2
22169;22692;2
22169;22699;3
22169;22759;2
22169;22766;4
22169;22767;2
22169;22768;6
22169;22776;4
22169;22784;2
22169;22789;3
22169;22794;2
22169;22795;2
22169;22796;2
22169;22798;2
22169;22800;2
22169;22809;2
22169;22829;2
22169;22854;3
22169;22914;2
22169;22916;2
22169;22917;2
22169;22918;2
22169;22920;2
22169;22925;3
22169;22940;2
22169;22962;3
22169;22989;2
22169;22998;2
22169;23000;2
22169;23080;2
22169;23081;3
22169;23092;3
22169;23107;2
22169;23118;2
22169;23132;3
22169;23133;3
22169;23146;2
22169;23188;2
22169;23198;2
22169;23206;2
22169;23209;2
22169;23226;2
22169;23240;2
22169;23245;3
22169;23254;3
22169;23256;2
22169;23264;2
22169;23266;2
22169;23284;3
22169;23293;2
22169;23295;2
22169;23296;2
22169;23300;4
22169;23328;2
22169;23329;2
22169;23330;2
22169;23332;2
22169;23393;2
22169;23397;2
22169;23426;2
22169;23439;2
22169;23493;2
22169;37449;2
22169;48187;2
22169;48194;3
22169;71053;2
22169;82482;2
22169;82484;4
22169;82578;3
22169;82580;4
22169;82581;2
22169;84380;2
22169;84755;3
22169;84945;2
22169;84946;5
22169;84947;2
22169;84949;2
22169;84978;3
22169;85066;5
22169;47590A;2
22169;47590B;3
22169;84510A;2
22169;84970L;2
22169;84970S;3
22170;20725;2
22170;20982;2
22170;21135;4
22170;21169;3
22170;21175;3
22170;21257;2
22170;21259;3
22170;21288;2
22170;21363;2
22170;21754;2
22170;21755;4
22170;21770;2
22170;21899;2
22170;21900;2
22170;21903;3
22170;21907;2
22170;22029;2
22170;22087;2
22170;22115;2
22170;22156;2
22170;22168;4
22170;22169;7
22170;22171;7
22170;22173;3
22170;22219;2
22170;22296;2
22170;22413;3
22170;22443;2
22170;22464;2
22170;22487;2
22170;22507;2
22170;22578;2
22170;22624;2
22170;22699;2
22170;22759;2
22170;22766;4
22170;22767;3
22170;22768;5
22170;22794;2
22170;22826;2
22170;22912;2
22170;22913;2
22170;22914;2
22170;22998;2
22170;23003;2
22170;23077;2
22170;23093;2
22170;23133;2
22170;23146;2
22170;23170;2
22170;23284;2
22170;23313;2
22170;23322;2
22170;23397;2
22170;23409;2
22170;35970;2
22170;71038;2
22170;82482;7
22170;82483;3
22170;82484;6
22170;82551;2
22170;82552;3
22170;84637;2
22170;84792;2
22170;84946;4
22170;85048;2
22170;85053;3
22170;85066;3
22170;46000S;2
22170;47566B;2
22170;47590A;2
22170;47590B;3
22170;72807A;2
22170;72807B;2
22170;72807C;2
22170;84406B;2
22170;84970L;2
22171;20677;2
22171;20749;2
22171;20983;2
22171;21071;2
22171;21078;2
22171;21169;3
22171;21175;3
22171;21257;2
22171;21340;3
22171;21363;3
22171;21385;2
22171;21448;2
22171;21533;2
22171;21591;3
22171;21620;2
22171;21624;2
22171;21625;2
22171;21693;2
22171;21715;2
22171;21716;2
22171;21756;2
22171;21770;2
22171;21804;3
22171;21810;2
22171;21811;3
22171;21986;2
22171;22028;2
22171;22082;2
22171;22161;2
22171;22168;3
22171;22169;7
22171;22170;7
22171;22173;12
22171;22189;3
22171;22196;2
22171;22212;2
22171;22219;2
22171;22233;2
22171;22251;2
22171;22286;2
22171;22296;2
22171;22297;2
22171;22326;2
22171;22365;2
22171;22379;3
22171;22383;2
22171;22426;2
22171;22427;4
22171;22466;2
22171;22477;2
22171;22487;4
22171;22488;2
22171;22500;3
22171;22507;2
22171;22561;3
22171;22571;3
22171;22578;2
22171;22580;2
22171;22595;2
22171;22607;2
22171;22621;3
22171;22635;2
22171;22652;3
22171;22653;3
22171;22654;2
22171;22668;2
22171;22697;3
22171;22699;2
22171;22722;3
22171;22723;2
22171;22726;2
22171;22750;2
22171;22762;3
22171;22763;3
22171;22766;7
22171;22767;4
22171;22768;4
22171;22776;3
22171;22784;2
22171;22800;2
22171;22804;3
22171;22807;3
22171;22831;2
22171;22851;2
22171;22854;2
22171;22855;3
22171;22856;2
22171;22862;2
22171;22890;2
22171;22911;2
22171;22916;2
22171;22917;2
22171;22918;2
22171;22919;2
22171;22920;2
22171;22957;2
22171;22962;2
22171;22976;2
22171;22998;2
22171;23055;2
22171;23057;2
22171;23099;2
22171;23103;2
22171;23107;2
22171;23112;3
22171;23118;2
22171;23146;3
22171;23147;2
22171;23148;4
22171;23193;2
22171;23240;2
22171;23245;3
22171;23264;2
22171;23265;2
22171;23284;3
22171;23293;2
22171;23300;3
22171;23322;2
22171;23332;2
22171;23342;2
22171;23351;2
22171;23360;2
22171;23366;3
22171;23393;2
22171;23397;3
22171;23403;2
22171;23406;2
22171;23424;2
22171;23490;2
22171;23500;3
22171;23571;2
22171;35970;2
22171;37449;2
22171;48187;2
22171;72741;3
22171;82482;4
22171;82483;3
22171;82484;6
22171;82486;5
22171;82578;2
22171;82580;3
22171;84378;2
22171;84792;5
22171;84945;3
22171;84946;3
22171;84978;2
22171;85053;3
22171;85066;7
22171;35471D;2
22171;46000S;2
22171;47590B;2
22171;72760B;2
22171;84406B;4
22171;84536A;2
22171;84970L;2
22171;84970S;4
22171;84971S;2
22171;M;2
22173;16016;2
22173;20685;3
22173;20718;2
22173;20724;2
22173;20725;2
22173;20749;2
22173;20751;3
22173;20754;3
22173;20886;2
22173;21035;2
22173;21078;2
22173;21108;2
22173;21114;3
22173;21115;3
22173;21154;2
22173;21164;2
22173;21165;2
22173;21166;6
22173;21169;4
22173;21171;2
22173;21172;3
22173;21174;5
22173;21175;6
22173;21181;6
22173;21231;2
22173;21259;2
22173;21272;3
22173;21314;5
22173;21326;3
22173;21340;2
22173;21363;3
22173;21380;3
22173;21389;3
22173;21390;3
22173;21407;3
22173;21408;2
22173;21428;2
22173;21430;3
22173;21455;2
22173;21466;2
22173;21467;2
22173;21469;3
22173;21470;3
22173;21471;3
22173;21485;4
22173;21498;2
22173;21500;2
22173;21523;2
22173;21524;2
22173;21531;2
22173;21533;3
22173;21534;2
22173;21535;2
22173;21537;2
22173;21584;2
22173;21592;4
22173;21615;2
22173;21620;2
22173;21623;2
22173;21624;2
22173;21640;3
22173;21642;4
22173;21644;2
22173;21658;3
22173;21693;2
22173;21714;4
22173;21715;3
22173;21742;2
22173;21754;5
22173;21755;6
22173;21756;3
22173;21770;2
22173;21793;2
22173;21804;2
22173;21843;2
22173;21845;2
22173;21891;4
22173;21892;3
22173;21896;2
22173;21899;4
22173;21900;5
22173;21901;5
22173;21902;3
22173;21903;2
22173;21905;2
22173;21907;2
22173;21908;5
22173;21912;3
22173;21916;2
22173;21974;2
22173;21985;4
22173;21986;3
22173;21993;2
22173;22066;2
22173;22079;6
22173;22082;5
22173;22088;2
22173;22090;3
22173;22094;3
22173;22095;2
22173;22114;4
22173;22115;2
22173;22117;2
22173;22120;2
22173;22147;5
22173;22149;2
22173;22150;3
22173;22151;2
22173;22158;3
22173;22161;3
22173;22169;2
22173;22170;3
22173;22171;12
22173;22176;2
22173;22180;2
22173;22189;6
22173;22191;4
22173;22195;2
22173;22212;6
22173;22219;2
22173;22222;2
22173;22231;2
22173;22233;2
22173;22241;2
22173;22244;3
22173;22268;2
22173;22284;2
22173;22285;2
22173;22286;2
22173;22288;2
22173;22291;2
22173;22293;2
22173;22296;2
22173;22297;2
22173;22315;3
22173;22325;2
22173;22326;2
22173;22348;2
22173;22366;2
22173;22379;3
22173;22381;2
22173;22382;3
22173;22383;3
22173;22384;2
22173;22386;2
22173;22413;3
22173;22424;2
22173;22425;3
22173;22426;4
22173;22427;5
22173;22429;4
22173;22441;2
22173;22442;2
22173;22456;6
22173;22464;3
22173;22467;3
22173;22476;2
22173;22477;2
22173;22478;3
22173;22480;2
22173;22483;2
22173;22487;3
22173;22488;2
22173;22494;3
22173;22496;2
22173;22499;2
22173;22500;2
22173;22501;2
22173;22502;2
22173;22507;4
22173;22508;3
22173;22510;2
22173;22511;2
22173;22514;2
22173;22517;2
22173;22522;2
22173;22554;2
22173;22561;5
22173;22565;3
22173;22566;2
22173;22580;2
22173;22595;3
22173;22600;2
22173;22607;3
22173;22616;2
22173;22617;3
22173;22620;2
22173;22621;2
22173;22624;5
22173;22625;4
22173;22627;3
22173;22629;2
22173;22630;2
22173;22632;4
22173;22634;2
22173;22635;2
22173;22637;3
22173;22644;2
22173;22645;4
22173;22646;2
22173;22652;4
22173;22665;4
22173;22667;2
22173;22668;3
22173;22669;2
22173;22692;2
22173;22693;2
22173;22719;2
22173;22721;3
22173;22722;5
22173;22723;2
22173;22726;2
22173;22727;4
22173;22728;2
22173;22733;2
22173;22739;2
22173;22749;2
22173;22750;3
22173;22752;2
22173;22766;3
22173;22767;5
22173;22768;4
22173;22776;7
22173;22780;2
22173;22784;2
22173;22794;2
22173;22795;2
22173;22796;2
22173;22804;3
22173;22807;4
22173;22812;2
22173;22822;3
22173;22831;2
22173;22834;2
22173;22835;2
22173;22839;3
22173;22842;2
22173;22843;2
22173;22844;2
22173;22845;4
22173;22851;2
22173;22854;2
22173;22857;3
22173;22862;3
22173;22900;2
22173;22916;2
22173;22917;2
22173;22918;2
22173;22920;2
22173;22921;2
22173;22926;2
22173;22928;2
22173;22937;2
22173;22940;3
22173;22966;3
22173;22968;2
22173;22988;2
22173;22989;2
22173;22990;2
22173;23012;2
22173;23020;2
22173;23055;2
22173;23057;2
22173;23090;2
22173;23102;2
22173;23103;5
22173;23107;2
22173;23132;2
22173;23146;5
22173;23147;2
22173;23148;4
22173;23152;2
22173;23156;2
22173;23162;2
22173;23208;2
22173;23240;2
22173;23284;2
22173;23295;2
22173;23300;5
22173;23302;2
22173;23322;6
22173;23323;4
22173;23328;2
22173;23329;2
22173;23330;2
22173;23332;3
22173;23333;3
22173;23353;2
22173;23354;2
22173;23393;2
22173;23397;2
22173;23400;2
22173;23402;2
22173;23406;2
22173;23424;2
22173;23426;2
22173;23439;2
22173;23454;2
22173;23493;2
22173;23501;2
22173;48129;2
22173;48138;2
22173;48184;3
22173;48187;4
22173;48194;3
22173;72741;5
22173;82482;7
22173;82483;5
22173;82484;10
22173;82486;5
22173;82551;2
22173;82578;4
22173;82580;5
22173;82581;6
22173;82583;3
22173;82600;4
22173;84375;2
22173;84378;5
22173;84380;4
22173;84580;2
22173;84581;2
22173;84755;2
22173;84792;4
22173;84945;2
22173;84946;2
22173;84949;2
22173;84978;5
22173;84987;3
22173;84988;2
22173;84992;3
22173;85048;2
22173;85053;5
22173;85066;10
22173;85144;2
22173;85150;2
22173;85152;4
22173;47503A;2
22173;47559B;2
22173;47574A;2
22173;72351A;2
22173;72802B;2
22173;84030E;4
22173;84078A;2
22173;84406B;6
22173;84459A;3
22173;84459B;2
22173;84596B;2
22173;84596G;2
22173;84849A;2
22173;84849D;3
22173;84931B;2
22173;84970L;3
22173;84970S;3
22173;84971S;4
22173;85049C;2
22173;85049G;2
22173;85199L;2
22173;85199S;3
22173;85232A;2
22173;M;2
22174;10133;2
22174;20679;2
22174;20727;2
22174;20755;2
22174;20774;2
22174;20971;2
22174;20973;2
22174;20975;4
22174;20992;2
22174;21232;3
22174;21327;2
22174;21328;3
22174;21329;2
22174;21382;2
22174;21417;2
22174;21462;2
22174;21533;4
22174;21534;2
22174;21535;2
22174;21642;2
22174;21703;2
22174;21790;3
22174;21890;3
22174;21891;2
22174;21917;2
22174;21931;2
22174;21949;2
22174;22030;2
22174;22141;3
22174;22142;2
22174;22150;3
22174;22158;3
22174;22175;2
22174;22211;2
22174;22278;2
22174;22348;2
22174;22371;3
22174;22372;2
22174;22374;2
22174;22383;2
22174;22452;2
22174;22489;2
22174;22491;2
22174;22493;2
22174;22554;3
22174;22560;2
22174;22561;3
22174;22562;3
22174;22563;3
22174;22585;3
22174;22587;2
22174;22617;2
22174;22620;2
22174;22621;2
22174;22622;3
22174;22632;2
22174;22633;2
22174;22637;2
22174;22652;2
22174;22664;2
22174;22667;2
22174;22721;3
22174;22744;2
22174;22750;2
22174;22776;2
22174;22834;2
22174;22972;2
22174;22974;2
22174;22991;2
22174;22992;2
22174;23013;2
22174;23014;2
22174;23048;2
22174;23080;2
22174;23083;2
22174;23084;2
22174;23176;2
22174;23177;3
22174;23192;2
22174;23193;2
22174;23194;3
22174;23209;2
22174;23275;2
22174;23290;2
22174;23291;2
22174;23292;2
22174;23320;3
22174;23328;2
22174;23350;2
22174;23354;2
22174;23392;2
22174;23395;2
22174;23396;2
22174;23571;2
22174;82482;2
22174;82483;2
22174;82486;3
22174;84199;3
22174;84347;2
22174;85227;2
22174;16169E;2
22174;16258A;2
22174;18097A;2
22174;85049E;2
22175;20724;2
22175;20973;2
22175;21232;2
22175;21382;2
22175;21448;2
22175;21494;2
22175;21890;2
22175;21891;2
22175;21928;2
22175;21929;3
22175;21931;2
22175;22075;2
22175;22174;2
22175;22176;5
22175;22320;3
22175;22325;2
22175;22326;2
22175;22367;3
22175;22371;2
22175;22374;2
22175;22554;2
22175;22561;2
22175;22562;2
22175;22563;2
22175;22587;2
22175;22621;2
22175;22630;2
22175;22644;2
22175;22853;2
22175;22941;2
22175;23275;2
22175;23289;2
22175;23290;2
22175;23291;2
22175;23292;2
22175;23319;2
22175;23323;2
22175;23571;2
22175;82483;2
22175;82486;3
22175;84347;2
22175;84580;2
22175;90098;2
22175;47590A;2
22175;84931B;2
22175;85049E;2
22176;21382;2
22176;21928;2
22176;21929;2
22176;22173;2
22176;22175;5
22176;22318;2
22176;22325;2
22176;22366;2
22176;22367;2
22176;22467;2
22176;22483;2
22176;22768;2
22176;22845;2
22176;22941;2
22176;23146;2
22176;84580;3
22176;84581;2
22176;47590A;2
22176;84078A;3
22176;84931B;2
22176;85049E;2
22179;20726;2
22179;20728;2
22179;20963;2
22179;21172;2
22179;21625;2
22179;21755;2
22179;21967;2
22179;21980;2
22179;21982;2
22179;22331;2
22179;22382;2
22179;22383;2
22179;22468;3
22179;22483;2
22179;22554;2
22179;22556;2
22179;22560;2
22179;22614;2
22179;22722;2
22179;22779;2
22179;22780;3
22179;22971;2
22179;22988;2
22179;23079;2
22179;23084;2
22179;23176;2
22179;23204;2
22179;23284;2
22179;23318;2
22179;79321;3
22179;85053;2
22179;85066;2
22180;20665;2
22180;21164;2
22180;21166;2
22180;21174;3
22180;21181;2
22180;21314;3
22180;21622;2
22180;21623;2
22180;21658;3
22180;21668;3
22180;21670;2
22180;21671;4
22180;21672;4
22180;21755;2
22180;21912;2
22180;22083;2
22180;22090;2
22180;22117;2
22180;22173;2
22180;22191;2
22180;22296;2
22180;22358;2
22180;22359;2
22180;22429;2
22180;22456;2
22180;22507;3
22180;22624;3
22180;22625;3
22180;22627;3
22180;22727;2
22180;22744;2
22180;22771;2
22180;22796;3
22180;23108;2
22180;48187;2
22180;82482;2
22180;82578;2
22180;82580;2
22180;82581;2
22180;82583;2
22180;82600;2
22180;84050;2
22180;84692;2
22180;84945;2
22180;84978;2
22180;84988;2
22180;85144;2
22181;22585;2
22181;22804;2
22181;22810;2
22181;22908;2
22181;22992;2
22181;23084;2
22181;23100;2
22181;23103;2
22181;23275;2
22181;23344;2
22181;23353;2
22181;23354;2
22181;23493;2
22181;23503;3
22181;23504;2
22181;84945;2
22181;85178;2
22181;35471D;2
22182;84380;2
22183;20828;2
22185;20754;2
22185;20886;3
22185;21110;2
22185;21121;2
22185;21124;2
22185;21135;2
22185;21165;2
22185;21172;2
22185;21181;2
22185;21288;2
22185;21535;2
22185;21591;2
22185;21713;2
22185;21770;2
22185;21899;2
22185;21900;2
22185;21907;2
22185;22152;2
22185;22158;3
22185;22191;2
22185;22208;2
22185;22231;2
22185;22233;2
22185;22306;2
22185;22360;2
22185;22429;2
22185;22456;4
22185;22487;2
22185;22488;6
22185;22533;2
22185;22602;2
22185;22694;2
22185;22759;2
22185;22810;2
22185;22835;3
22185;22916;2
22185;22917;2
22185;22919;3
22185;22920;3
22185;22938;3
22185;22989;2
22185;23077;2
22185;23092;2
22185;23103;2
22185;23166;2
22185;23169;2
22185;23215;2
22185;23293;2
22185;23295;2
22185;23296;3
22185;23300;2
22185;23320;2
22185;23331;3
22185;23332;2
22185;23333;2
22185;23334;2
22185;23356;2
22185;23489;2
22185;23493;3
22185;23503;2
22185;23504;2
22185;23534;2
22185;79321;2
22185;82551;2
22185;82552;3
22185;82582;2
22185;82583;2
22185;82600;2
22185;84945;3
22185;51014A;2
22185;84970S;2
22185;85019A;2
22186;20727;2
22186;21108;2
22186;21158;2
22186;21162;2
22186;21163;2
22186;21174;2
22186;21181;2
22186;21238;2
22186;21239;2
22186;21558;2
22186;21559;2
22186;21592;2
22186;21619;3
22186;21623;2
22186;21811;2
22186;21900;2
22186;21901;2
22186;21930;2
22186;22065;3
22186;22066;3
22186;22068;3
22186;22116;2
22186;22141;3
22186;22142;2
22186;22158;3
22186;22187;6
22186;22189;2
22186;22296;2
22186;22297;2
22186;22306;2
22186;22435;2
22186;22437;2
22186;22531;2
22186;22534;2
22186;22551;2
22186;22578;3
22186;22579;3
22186;22591;2
22186;22593;2
22186;22609;2
22186;22616;2
22186;22632;3
22186;22633;2
22186;22649;2
22186;22694;3
22186;22736;2
22186;22749;2
22186;22766;2
22186;22775;2
22186;22784;2
22186;22807;2
22186;22941;2
22186;22944;2
22186;22951;2
22186;22952;3
22186;22966;3
22186;23234;3
22186;23263;2
22186;23264;2
22186;23265;2
22186;23275;2
22186;23300;2
22186;23313;3
22186;23322;2
22186;23343;2
22186;23344;3
22186;23349;2
22186;23350;3
22186;23351;3
22186;23352;2
22186;23354;2
22186;23356;2
22186;23414;2
22186;23480;2
22186;23490;2
22186;84352;2
22186;84375;2
22186;84991;3
22186;84992;2
22186;85111;2
22186;85152;3
22186;15060B;2
22186;35471D;2
22186;47591D;2
22186;51014C;2
22186;72799E;2
22186;84032B;2
22186;84596B;2
22186;84596F;2
22186;84596G;4
22186;84970S;2
22186;84997B;2
22186;84997D;2
22186;85014B;2
22186;85034C;2
22186;85071A;3
22186;85071B;2
22186;85071C;2
22186;85071D;2
22187;15039;2
22187;20982;2
22187;21014;2
22187;21544;2
22187;21619;2
22187;21754;2
22187;21811;2
22187;21890;2
22187;21908;2
22187;21914;2
22187;22065;3
22187;22068;2
22187;22093;2
22187;22099;2
22187;22141;3
22187;22186;6
22187;22396;2
22187;22507;2
22187;22555;2
22187;22556;2
22187;22560;2
22187;22569;2
22187;22578;2
22187;22579;3
22187;22592;2
22187;22620;2
22187;22771;2
22187;22785;2
22187;22859;2
22187;22925;2
22187;22928;2
22187;22941;3
22187;22959;2
22187;22966;2
22187;22983;2
22187;23080;2
22187;23130;2
22187;23201;2
22187;23234;2
22187;23264;2
22187;23265;2
22187;23300;4
22187;23322;2
22187;23343;2
22187;23344;3
22187;23349;2
22187;23350;4
22187;23351;3
22187;23352;2
22187;23367;2
22187;23370;2
22187;23372;2
22187;23375;2
22187;23434;2
22187;23437;2
22187;23461;2
22187;23469;2
22187;23490;2
22187;82552;2
22187;84946;3
22187;16169E;2
22187;46000S;2
22187;85049A;2
22188;20665;2
22188;20828;2
22188;21174;2
22188;21181;2
22188;21210;2
22188;21232;3
22188;21314;2
22188;21359;2
22188;21361;2
22188;21363;3
22188;21364;2
22188;21381;2
22188;21385;2
22188;21430;2
22188;21484;2
22188;21499;2
22188;21500;2
22188;21531;2
22188;21535;3
22188;21539;3
22188;21622;2
22188;21623;3
22188;21624;3
22188;21713;2
22188;21754;2
22188;21755;2
22188;21790;2
22188;21892;2
22188;21908;2
22188;21928;2
22188;21929;3
22188;22078;2
22188;22082;2
22188;22151;2
22188;22169;3
22188;22189;16
22188;22261;2
22188;22296;4
22188;22386;2
22188;22427;3
22188;22456;3
22188;22548;2
22188;22585;2
22188;22622;2
22188;22623;2
22188;22624;6
22188;22625;2
22188;22626;3
22188;22669;2
22188;22689;2
22188;22694;2
22188;22745;2
22188;22746;2
22188;22747;2
22188;22748;2
22188;22776;2
22188;22788;2
22188;22789;2
22188;22797;2
22188;22804;2
22188;22828;2
22188;22854;2
22188;22911;2
22188;22925;2
22188;22926;3
22188;22937;2
22188;22966;2
22188;22977;2
22188;22988;2
22188;22998;3
22188;23132;3
22188;23133;5
22188;23134;4
22188;23135;2
22188;23152;2
22188;23169;2
22188;23193;2
22188;23194;2
22188;23202;2
22188;23203;3
22188;23284;2
22188;35970;2
22188;37450;2
22188;48187;2
22188;71053;2
22188;82482;2
22188;82552;2
22188;82578;2
22188;82580;2
22188;82581;2
22188;82600;2
22188;84792;2
22188;84946;2
22188;84949;2
22188;84992;2
22188;85053;3
22188;85066;2
22188;85150;2
22188;85152;2
22188;85173;2
22188;85174;2
22188;46000S;2
22188;75049L;2
22188;84970L;2
22188;84970S;2
22188;85099C;5
22188;85099F;2
22189;20675;2
22189;20685;3
22189;20724;2
22189;20727;2
22189;20728;3
22189;20749;2
22189;20971;2
22189;21041;2
22189;21059;2
22189;21154;3
22189;21166;4
22189;21169;2
22189;21174;4
22189;21175;4
22189;21181;8
22189;21231;2
22189;21232;3
22189;21239;2
22189;21257;2
22189;21313;2
22189;21314;2
22189;21324;2
22189;21326;2
22189;21340;4
22189;21363;3
22189;21381;3
22189;21385;4
22189;21407;2
22189;21430;2
22189;21442;2
22189;21484;3
22189;21485;2
22189;21499;2
22189;21500;3
22189;21523;2
22189;21524;3
22189;21533;3
22189;21534;2
22189;21535;2
22189;21559;2
22189;21592;2
22189;21621;3
22189;21622;2
22189;21623;4
22189;21624;3
22189;21713;3
22189;21754;3
22189;21755;2
22189;21756;2
22189;21781;2
22189;21790;4
22189;21891;2
22189;21892;2
22189;21899;3
22189;21900;4
22189;21901;3
22189;21908;3
22189;21912;2
22189;21928;2
22189;21929;2
22189;21937;2
22189;22066;2
22189;22082;2
22189;22084;2
22189;22087;2
22189;22114;2
22189;22120;2
22189;22147;2
22189;22151;2
22189;22167;3
22189;22169;3
22189;22171;3
22189;22173;6
22189;22186;2
22189;22188;16
22189;22212;2
22189;22241;2
22189;22249;2
22189;22250;2
22189;22251;3
22189;22292;2
22189;22295;2
22189;22296;5
22189;22297;3
22189;22335;2
22189;22349;2
22189;22356;2
22189;22367;3
22189;22382;3
22189;22383;2
22189;22384;2
22189;22386;2
22189;22413;3
22189;22424;4
22189;22425;2
22189;22427;7
22189;22428;2
22189;22429;2
22189;22430;2
22189;22443;2
22189;22456;4
22189;22464;4
22189;22481;2
22189;22499;3
22189;22502;2
22189;22514;2
22189;22560;2
22189;22561;2
22189;22565;2
22189;22578;2
22189;22585;4
22189;22593;3
22189;22594;3
22189;22595;4
22189;22600;3
22189;22602;2
22189;22603;2
22189;22619;2
22189;22621;2
22189;22622;3
22189;22624;6
22189;22625;5
22189;22626;3
22189;22627;4
22189;22652;2
22189;22669;2
22189;22689;2
22189;22690;3
22189;22692;5
22189;22694;4
22189;22697;4
22189;22698;3
22189;22699;2
22189;22722;2
22189;22726;2
22189;22727;2
22189;22734;3
22189;22749;2
22189;22750;3
22189;22759;2
22189;22766;9
22189;22767;4
22189;22768;4
22189;22771;2
22189;22776;6
22189;22784;2
22189;22789;4
22189;22791;3
22189;22794;2
22189;22795;3
22189;22796;4
22189;22797;2
22189;22804;5
22189;22822;3
22189;22832;2
22189;22840;4
22189;22841;2
22189;22842;3
22189;22846;2
22189;22854;5
22189;22855;5
22189;22863;2
22189;22895;2
22189;22937;3
22189;22938;2
22189;22940;3
22189;22948;2
22189;22951;2
22189;22952;2
22189;22989;2
22189;22990;2
22189;22998;2
22189;23053;2
22189;23057;2
22189;23068;2
22189;23082;2
22189;23091;3
22189;23103;5
22189;23107;2
22189;23132;7
22189;23133;5
22189;23134;4
22189;23135;2
22189;23144;4
22189;23152;3
22189;23153;2
22189;23166;2
22189;23167;2
22189;23178;2
22189;23192;2
22189;23193;2
22189;23202;2
22189;23203;3
22189;23213;2
22189;23215;2
22189;23228;2
22189;23229;2
22189;23245;2
22189;23247;3
22189;23254;2
22189;23264;2
22189;23265;2
22189;23275;2
22189;23284;3
22189;23296;2
22189;23306;2
22189;23309;2
22189;23311;2
22189;23313;3
22189;23319;4
22189;23322;6
22189;23323;3
22189;23332;2
22189;23349;2
22189;23350;2
22189;23351;3
22189;23352;2
22189;23353;3
22189;23354;3
22189;23356;2
22189;23371;2
22189;23393;2
22189;23402;2
22189;23403;2
22189;23404;2
22189;23487;2
22189;23490;2
22189;23493;2
22189;35970;2
22189;37448;2
22189;37450;2
22189;48138;2
22189;48184;2
22189;48185;3
22189;48187;6
22189;48194;2
22189;82482;5
22189;82483;2
22189;82484;7
22189;82486;2
22189;82552;2
22189;82581;2
22189;82600;5
22189;84347;2
22189;84380;2
22189;84755;5
22189;84792;4
22189;84818;2
22189;84946;4
22189;84949;3
22189;84978;3
22189;84987;2
22189;84992;2
22189;85053;2
22189;85066;6
22189;85150;2
22189;85152;3
22189;85174;2
22189;16156S;2
22189;46000S;2
22189;47559B;2
22189;47566B;3
22189;47574A;2
22189;47591D;3
22189;48173C;2
22189;51014A;2
22189;51014C;2
22189;72760B;2
22189;72802C;2
22189;72807C;2
22189;75049L;2
22189;84029G;2
22189;84406B;5
22189;84596B;2
22189;84596G;2
22189;84970L;3
22189;84970S;4
22189;84971S;2
22189;84997B;2
22189;84997D;2
22189;85099C;3
22189;85099F;3
22189;85199S;2
22190;22435;2
22190;22480;2
22190;22633;2
22191;10135;2
22191;20679;2
22191;20685;2
22191;20717;2
22191;20718;2
22191;20727;2
22191;20728;3
22191;20749;2
22191;20751;2
22191;20754;3
22191;20886;3
22191;21035;2
22191;21155;2
22191;21164;2
22191;21166;2
22191;21169;4
22191;21174;3
22191;21175;4
22191;21181;3
22191;21217;2
22191;21218;2
22191;21327;2
22191;21407;2
22191;21415;2
22191;21485;5
22191;21497;2
22191;21506;2
22191;21523;4
22191;21577;4
22191;21592;3
22191;21624;2
22191;21658;3
22191;21668;3
22191;21671;2
22191;21672;2
22191;21704;2
22191;21705;2
22191;21714;2
22191;21754;3
22191;21755;2
22191;21756;2
22191;21790;2
22191;21845;3
22191;21864;2
22191;21865;2
22191;21868;2
22191;21877;2
22191;21888;2
22191;21889;3
22191;21891;4
22191;21892;3
22191;21896;3
22191;21899;3
22191;21900;3
22191;21905;2
22191;21907;3
22191;21908;2
22191;21910;2
22191;21912;4
22191;21916;4
22191;21922;2
22191;21955;2
22191;21974;3
22191;21975;2
22191;21985;2
22191;22026;2
22191;22028;2
22191;22048;2
22191;22078;2
22191;22079;3
22191;22082;2
22191;22088;2
22191;22110;2
22191;22114;4
22191;22115;2
22191;22120;2
